speaker,start,end,text
Unknown Interviewer,01;42;37;21,01;43;19;07,"Green party. Yeah. I you are. You tolerate that do you? So yeah. I never did part of this thing. Oh, yeah. So my like, this, interest, hobbies and talent. And so we're going to you in here. Oh, interest, hooking rugs, bowling, reading, sewing. Cooking food, traveling around. where would you rather, I I'm not home very often."
Unknown Interviewer,01;43;19;07,01;43;20;25,I like to go. I like to.
Bonnie Nellsch,01;43;20;28,01;43;21;12,Get out and.
Unknown Interviewer,01;43;21;12,01;43;50;28,"Visit people. I do not want visit people. It's really a private thing. 50 and I it's kind of hard. I know I've read, I have gotten to know our field neighbors, and yet the people I interview, you know, there's just all these things that I don't know and that I have heard of our favorite experiences that sometimes you don't push it in your own family."
Unknown Interviewer,01;43;51;01,01;44;10;20,"You do. But, you know, a lot of people fail. And I'm so far away from my family, it's really nice. I really enjoy meeting with all that. Yeah. You know, and so they're they're your valuable resources. Well, for your to do a lot of good things with you here in the neighborhood. They are."
Bonnie Nellsch,01;44;10;23,01;44;13;23,Interesting people. Oh yeah. I feel sorry for.
Unknown Interviewer,01;44;13;23,01;44;17;04,"Myself for not, you know, populated before."
Bonnie Nellsch,01;44;17;07,01;44;21;18,I am right.
Unknown Interviewer,01;44;21;21,01;44;26;22,Anything else that you want? Ever hear?
Bonnie Nellsch,01;44;26;24,01;44;28;03,You did say bowling alley.
Unknown Interviewer,01;44;28;04,01;44;58;06,"Oh, yeah. I don't any that old, I travel. Oh, yeah. When you travel, you go to see people. You don't. You pray for that or you, you're for your, You is it. You go before he gets a vacation, go to California, to his family. But usually. I could see from bowling, I go there, I can go for our state travel and excursion travel."
Unknown Interviewer,01;44;58;06,01;45;25;10,"But I'm out to see the country, which I never thought I would do. And until I started going on these tournaments, I wasn't interested in how far away from home my. You can have. Amen. On tournaments or just any time. Just I did, I did living in Canada, so I don't know how far up. So they were from Prince Rupert and Prince George, but I don't know how far the largest."
Unknown Interviewer,01;45;25;10,01;45;57;02,"It's hard to say your wife or something, I remark. There, which is not too far in Canada or Montana, that no. Five in Montana that way, or in California, California, Washington. What do you think? Grapefruits. Right. You or you?"
Unknown Interviewer,01;45;57;05,01;46;13;06,"California. Oh, right below Idaho. Wyoming. Utah. But you are not where we grew up here. No. It's not when you come here, I. I know, but that."
Bonnie Nellsch,01;46;13;12,01;46;14;21,Must be Nevada.
Unknown Interviewer,01;46;14;23,01;46;45;24,"Yeah. I wonder not much in this area. I haven't been that much Japanese. But then I remember I really enjoy going here, though. I really like it. you can come on up like Prince George. You can help me out there. I'm crazy. I really like it. The people are awesome. But if you're walking, walking down the street."
Unknown Interviewer,01;46;45;27,01;47;12;14,"Well, I'm sorry that you're moving. I was doing school in summer, and I had, a sweatshirt on him. I tell a great man and then stop you right on the street and ask you about where you were from. And about their country and about people. They they were often friendly, people that we were around before. And we were always so willing to talk here to come up to your record."
Unknown Interviewer,01;47;12;19,01;47;37;19,"You really go through. And I can't imagine it being paranoid that you're meeting people. when I quit, I went to Georgia and it just seemed like everybody was really getting paranoid. They didn't want to walk in the streets and I was keeping your door locked and. And then we went down to Boise or from Dallas. I met a woman from a destiny man."
Unknown Interviewer,01;47;37;19,01;47;57;28,"I mean, you sounded very familiar. You remember the thing that she said she felt framework was no way she wanted to go back to work because of that and not walk away. Yeah, well, yeah. Okay. But, here, right now."
Bonnie Nellsch,01;47;58;01,01;48;17;10,"Oh, Fishing. Hunting, swimming. you know, I mean, I'm an outdoors person. Definitely outdoors camping. rafting, like I said. Reading? Yeah. Reading."
Unknown Interviewer,01;48;17;13,01;48;19;09,Did your mother require your father?
Bonnie Nellsch,01;48;19;15,01;48;48;17,"No, neither one of them. Really are. I don't think that, I think did it either one of them have really ever been interested in reading a novel, ever, as far as I can remember. And, I really do enjoy poetry. Like I said, I've written Hungarian probably about 70 times, but not right now. 70 poems. Actually, I've written more like 100, but I tossed away about 30."
Unknown Interviewer,01;48;51;00,01;48;54;10,"so every time I go back, yeah."
Bonnie Nellsch,01;48;54;13,01;49;11;10,"I, I've tried to have it probably before when I was in high school. Still, I see I started writing these when I was about 1966. Get back in the other room for that. Come on. And and, then when I was in high school, I, I wrote."
Unknown Interviewer,01;49;11;12,01;49;11;14,A.
Bonnie Nellsch,01;49;11;14,01;49;15;21,Move to a farm and it turned out just to be.
Bonnie Nellsch,01;49;17;19,01;49;31;18,"We got 34 out to go are just a gimmick. You know, they wanted me to pay them. They wanted me to pay them to publish my, a couple poems as all."
Bonnie Nellsch,01;49;32;13,01;49;54;08,"And so I had no way was I going to pay them, because as far as I'm concerned, they're supposed to pay. You know? But I eventually I want to I'm after I've got an address of of, guy that's interested in. I'm trying to get mine all together and get them typed up and then send him a copy in my heart."
Unknown Interviewer,01;49;54;15,01;50;03;11,I'll probably on another one on my dorm room right now. I need to go to school.
Bonnie Nellsch,01;50;03;13,01;50;21;27,"I think my dad wanted us to all go to school. College. If we could, but, if we wanted to go to college and if we did go to college, it would have been work your way through college. Because he didn't feel that he could financially support us in any of them. Let's just go."
Unknown Interviewer,01;50;22;00,01;50;24;06,Back to why you don't want to go to college.
Bonnie Nellsch,01;50;24;09,01;50;25;01,That's up to them.
Unknown Interviewer,01;50;25;01,01;50;33;23,"But I doubt if I'm not for. No, I don't like that. mother or father to go. You can't go to college."
Bonnie Nellsch,01;50;33;28,01;50;37;25,And I don't want them to feel like they're a failure if they don't go to college.
Unknown Interviewer,01;50;37;27,01;50;40;00,I could go after them.
Bonnie Nellsch,01;50;40;02,01;50;42;16,"But if they really want to, then they will."
Unknown Interviewer,01;50;42;18,01;50;47;14,They want to. I'll tell them as much as I can go along.
Bonnie Nellsch,01;50;47;17,01;50;50;15,Larry. Quit it.
Unknown Interviewer,01;50;50;17,01;50;59;07,"Okay. That's good. Classified. You going bowling? Read everything out. No, I like."
Bonnie Nellsch,01;50;59;09,01;51;18;21,"It, right. I used to belong to bowling, but I. I'm more or less, tapered off on the bowling, especially, during summer. but because, well, they've got summer league. But like I said, in summer, I'm so busy going camping and fishing and everything. I just don't want to take the time to ball you know, and feel obligated to it."
Bonnie Nellsch,01;51;18;21,01;51;20;23,I don't like obligation.
Unknown Interviewer,01;51;20;26,01;51;22;10,To go back.
Bonnie Nellsch,01;51;22;12,01;51;39;01,"There. I know, but I sure like to. I started jogging because I really like doing that. I get about five though. I would start at 5:00 in the morning, but it's so dark anymore. I'm getting up later and I just started that because, I wanted to come back."
Unknown Interviewer,01;51;39;03,01;51;46;10,"Home and here, I like."
Bonnie Nellsch,01;51;46;10,01;51;51;24,"To travel and see things too. That'd be a good hobby of mine, too, if I could afford to go all the time. Well, who can."
Unknown Interviewer,01;51;51;26,01;51;53;15,How far away from my.
Bonnie Nellsch,01;51;53;17,01;52;07;15,"Have I, Bainbridge, Maryland and, Chicago and, Chicago. I can't really say too much. I've been in Chicago cause I just, was in the airport an hour."
Unknown Interviewer,01;52;07;18,01;52;08;29,That's what I.
Bonnie Nellsch,01;52;09;02,01;52;31;06,"That's an experience right there. Especially if you're only 18 years old, you know, and, try to frame right by yourself. The friendliest person wasn't Diego Tremaine, and, he was, an employee at the airport, but now he was really nice. And now that was a complete experience in itself, because Negroes, in case you haven't noticed, are not in this area here."
Bonnie Nellsch,01;52;31;09,01;52;42;12,"I have, and they're not too welcome and never have been, although it's getting better, very little better, but a little better. So that was a real experience. And, you know."
Unknown Interviewer,01;52;42;14,01;52;46;10,No one's familiar or has ever known. Really. No.
Bonnie Nellsch,01;52;46;10,01;52;57;11,"It's like to give you an expert an example. The Harlem Globetrotters came here one year when they were first getting started, and they kicked them out and wouldn't let them perform."
Unknown Interviewer,01;52;57;15,01;52;59;04,"Oh, I'm sorry, but I do not."
Bonnie Nellsch,01;52;59;04,01;53;01;17,Know if that's been you.
Unknown Interviewer,01;53;01;20,01;53;21;11,"Goes into a bar, they're charged $5 a drink or somebody else charged. With, you know, I don't know if it's still that bad. If that was the case. Although now for when you go to find work around here. I don't know any at all, but I have heard that they don't like the hot climate."
Bonnie Nellsch,01;53;21;13,01;53;22;18,"Yeah, they don't find the."
Unknown Interviewer,01;53;22;20,01;53;29;20,"Cold quite hard. Yeah, but you're quite all right. I guess it would be the cold if you don't like it. Yeah. And love around your room or."
Bonnie Nellsch,01;53;29;20,01;53;50;24,"Down in the mine, for instance? they don't want to work hard. They'll stay for a little while. And whether it's the abuse in the community that they get, which they probably do, not all people, because, I just don't believe that the whole town is against Negroes. But, quite a few people are definitely prejudiced."
Unknown Interviewer,01;53;50;24,01;54;11;00,"So I know, I know, my neighbor Carmen, and they had problems when we moved in. They knew right away that we weren't prejudiced against Mexicans, which we weren't. And I think that it was a musical family living there. I would encourage you to stay there. I never Hector came to this town. I don't think I would be."
Unknown Interviewer,01;54;11;02,01;54;25;12,I wasn't up on the next place. But she has told me that many times. It's bad for crazy. People are prejudice and don't hire. If you work in town.
Unknown Interviewer,01;54;25;15,01;54;58;16,"So, it is a lot. Okay. Award tires and whatever problem. Yeah. there it is. Right here. Anything else? I, that an honorable and safe return from drowning. I am that cool. What do you call a citation? I think that was a word. How do I know that? That's very warm."
Bonnie Nellsch,01;54;58;18,01;55;03;22,I got a bowling trophy. 2.00. Well.
Unknown Interviewer,01;55;03;25,01;55;35;18,"I can't, I cannot play I to drive her. I that. my. How do you have money with money. When you were in California, he was a truck driver. But, you knew I wanted to live up in this area, so we moved up, and, the same friend that I was describing got for a good job."
Unknown Interviewer,01;55;35;19,01;55;42;25,It was working out. Mine actually just started working and stayed there.
Bonnie Nellsch,01;55;42;27,01;55;47;13,"He didn't start out as a miner, but he eventually got involved in mine right."
Unknown Interviewer,01;55;48;24,01;55;52;05,do you have any fears about your being miners?
Bonnie Nellsch,01;55;52;08,01;55;54;00,Not unless I think about it real hard.
Unknown Interviewer,01;55;54;00,01;56;15;14,"If I don't see, I can't think about it. If I thought about it, you wouldn't be working there. I can't really think about it. They are wrong. Almost. Oh, no way would I say I'm home. Then they can tell us if an accident happened right as semi getting hurt, or they've come home or they've gotten hurt or a slab has fallen and I just."
Unknown Interviewer,01;56;15;14,01;56;29;26,"Mr. something. Our rocks have fallen and I come home with sores all over the wall. And if I really can't see or even really tired, I think every morning there. Do they work hard on various minds around."
Bonnie Nellsch,01;56;29;26,01;56;31;28,Here or one mine or.
Unknown Interviewer,01;56;31;28,01;56;58;09,"Over my after work? So in fire after sometime, right when it happens. And if I really thought about it, that would come from keeping him out, right? Like a scary thing for cracks. Or it can happen again. We go back home and doing. Yeah, yeah, yeah, work for my program for my undergrad."
Bonnie Nellsch,01;56;58;11,01;56;59;15,Not tremendously.
Unknown Interviewer,01;56;59;15,01;57;03;06,Strictly documentary. I got there a little bit later on.
Bonnie Nellsch,01;57;03;06,01;57;04;27,Their safety.
Unknown Interviewer,01;57;04;29,01;57;18;28,Their masks. They're not where we go. Respirator respirators. We have to carry a respirator without a or you're going back to. They have to carry a respirator with more before. But you have to have the right.
Bonnie Nellsch,01;57;18;28,01;57;23;16,It's an oxygen deal that all it's good for an hour I believe I right.
Unknown Interviewer,01;57;23;16,01;57;25;24,That's just about a year.
Bonnie Nellsch,01;57;25;26,01;57;39;16,"They've had classes I different drills on how to get out in the event of a fire and stuff like that, but really, improving the mind command of sleeping department."
Unknown Interviewer,01;57;39;19,01;57;48;18,"For the health care. Not an accident, but just from the health hazards are all over it."
Bonnie Nellsch,01;57;48;18,01;57;59;00,"It's the tremendous, immunity that they're in. 97 degrees is where they're working. And, humidity's. Terrible."
Unknown Interviewer,01;57;59;02,01;58;04;25,Right? None. Yeah. I guess you could give me exactly more in the South.
Bonnie Nellsch,01;58;04;25,01;58;05;28,"But if I was at home, you."
Unknown Interviewer,01;58;05;28,01;58;09;19,"Know, and I they they don't have great change."
Bonnie Nellsch,01;58;09;19,01;58;25;16,"So I could go and. Yeah. And the difference, being underground terrorist, you know, really, increases it. And they have to take salt pills in order to avoid heat exhaustion. If they don't take their salt pills, they'll have, you know, around."
Unknown Interviewer,01;58;25;19,01;58;35;11,"100 yards right off. When they get burned, cramps just come out. Do they really enjoy their work or if they thought about doing something else."
Bonnie Nellsch,01;58;35;13,01;58;36;24,"Really enjoy it, Larry."
Unknown Interviewer,01;58;36;24,01;58;55;19,"Give them away. If you ask my husband, do you enjoy your work? Not say no. You'd like to get out. But if somebody comes in and starts talking to you about my weekend, shut him up. He laughs, but he doesn't want to hear it for some reason. I don't know why you really enjoy truck driving. You want to be a truck driver."
Unknown Interviewer,01;58;55;20,01;59;01;23,I don't want to scroll down and be a truck driver if you want to.
Bonnie Nellsch,01;59;01;25,01;59;04;18,Why don't you kids all go in the bedroom and play?
Unknown Interviewer,01;59;04;21,01;59;09;01,Do you think this is a good place to raise children? Yeah.
Bonnie Nellsch,01;59;09;03,01;59;10;05,I feel it's just as good as.
Unknown Interviewer,01;59;10;05,01;59;29;27,"Any other place, if not better. I like it, we're children around here for my name to work because everything's watching out for everybody else's children. We're going to be awesome. But. Yeah. And so. But we look like we're hurting. You know, I like both my children. Works were tested forever. Either one of them, they were both normal."
Unknown Interviewer,01;59;29;29,01;59;33;03,"I mean, no, no."
Bonnie Nellsch,01;59;33;05,01;59;34;18,Most normal.
Unknown Interviewer,01;59;34;21,01;59;49;23,"I, I really don't know. I always say what they say when, you know, I would say no. Right? When they were both tested. I'm taking precautions around the house."
Bonnie Nellsch,01;59;50;06,01;59;52;01,Get out of there. Tammy.
Unknown Interviewer,01;59;52;03,02;00;08;09,"When they were work, they have no exact, They. Your kids are regular guest. Your friends, your regular. What's your class? Regular. Keep them. Change from growing and all this stuff. Because normally, anyway."
Bonnie Nellsch,02;00;08;11,02;00;10;06,"Some mothers don't. Well, you're."
Unknown Interviewer,02;00;10;13,02;00;27;23,"Supposed. Oh, my house is a secret stand, but I don't see anything. You know, maybe clean my desk or say you might go next to basketball. There's nothing you can do that I know. Nothing."
Bonnie Nellsch,02;00;27;26,02;00;29;26,Hello? Hello. She's got.
Unknown Interviewer,02;00;29;26,02;00;41;04,"Room. Terry. Yeah, well, I got anything about being a minor. Why? For anything about your life."
Unknown Interviewer,02;00;41;06,02;00;44;28,Not right now. How do you think about working mothers?
Bonnie Nellsch,02;00;45;00,02;00;48;12,Working mothers? What do we think about them? Twinkies.
Unknown Interviewer,02;00;48;14,02;00;52;07,"Well, I think Holy home."
Bonnie Nellsch,02;00;52;10,02;00;52;29,If you've got.
Unknown Interviewer,02;00;52;29,02;01;22;06,"Kids, if you fat children, you should be home with them, I guess, on this, class today. This is for another. That mothers for that child is a monster. And I think their mother was hard to take care of it properly. You can't. You for that, I guarantee that it's not the boy's fault. Well. So I'm ready for trouble."
Unknown Interviewer,02;01;22;09,02;01;39;25,I think it would be hard for other for being at home. At work. Help. Really? She would give her professional. I don't know how long or something. And I checked out the theory. The more you went crazy time. But then there are.
Bonnie Nellsch,02;01;39;25,02;01;43;15,Other mothers that have kids and work and handle it beautifully.
Unknown Interviewer,02;01;43;15,02;02;05;26,"So graciously agreed with our. So thank you for that, car ride. For instance. my other group, like my bowling Green, doesn't have to allow me to go. I go an awful lot for my apple and out of town bowling, which he allows me to do. Christopher."
Bonnie Nellsch,02;02;05;27,02;02;08;02,Discussion questions. Get up.
Unknown Interviewer,02;02;08;05,02;02;32;12,"No. Your place here all the time when I'm at home from work here to be our regular soccer table at certain hour, you're like, yeah, I am out where I need free time. This is much longer. It's free time, but I don't go for, Women running around braless. My husband is really athletic on that. one night, I."
Unknown Interviewer,02;02;32;15,02;02;52;23,"My brother and sister now. Probably not around the corner from. They aren't now, but they were at the time. We got a telephone call. Well, it was late at night and I was already there, and it was in the winter, like got dressed. I didn't put a bar and, I put it out and nobody could care that I was going to go on and jump."
Unknown Interviewer,02;02;52;28,02;03;10;23,"I was going to jump in the car, ride over to my brother, who was one of the party that like that, my husband would let me out the door, which now something like that. I thought, well, that was clever, telling our friend, you running and doing the right thing. so that I was a little too, like back."
Unknown Interviewer,02;03;10;26,02;03;16;21,"I don't I can't see girls or women, especially when we have children."
Vicki Mitchell,02;03;16;21,02;03;25;09,Running around rather.
Unknown Interviewer,02;03;25;11,02;03;29;28,"Are carrying their fair share. I think they should consider crossing more, I really do."
Bonnie Nellsch,02;03;29;28,02;03;32;08,I think get away from their Pam a.
Unknown Interviewer,02;03;32;08,02;03;47;28,"Lot and I just, I just can't really remember where they go. I now, I still remember I see now, I think,"
Bonnie Nellsch,02;03;48;10,02;03;55;09,"liberation is fine to a degree, but, I think they're messing it up for a lot of people, too. You know?"
Unknown Interviewer,02;03;55;15,02;03;58;06,"I like to be a woman. I want my husband, but I."
Bonnie Nellsch,02;03;58;06,02;03;59;29,Want to be pampered and treated.
Unknown Interviewer,02;03;59;29,02;04;03;02,"Like a lot. I I'm Catholic, being married."
Bonnie Nellsch,02;04;03;04,02;04;25;25,"I believe in equal right, equal rights with, equal opportunity. Like, for instance, I can go out and dump the garbage can, wash the car. it doesn't hurt me at all. That respect. But my husband will do the dishes and clean the house and do the laundry once in a while when we think it's fine."
Bonnie Nellsch,02;04;25;27,02;04;34;17,"And as far as that goes, equalization, that's fine. But when they want us to all use the same public. John, I don't agree with that there."
Unknown Interviewer,02;04;34;19,02;04;35;16,I just said that.
Bonnie Nellsch,02;04;35;22,02;04;36;19,The public johns.
Unknown Interviewer,02;04;36;25,02;04;38;18,"Yeah. I, I for the."
Bonnie Nellsch,02;04;38;18,02;04;42;00,I just been here just watching TV is where I get all my information. If I on.
Unknown Interviewer,02;04;42;00,02;04;48;25,"The late night shows do the do try to save Iraq or the, the people who are in favor of equal rights and that's."
Bonnie Nellsch,02;04;48;27,02;04;56;00,"Are this is just, what they want, you know, supposedly. So some particular group would go for that. I don't know."
Unknown Interviewer,02;04;56;02,02;05;05;04,"I just think that I've only heard of that number. You say they do the Equal Rights Amendment, which really forever change art and people."
Bonnie Nellsch,02;05;05;06,02;05;07;22,"Yeah. Well, for instance,"
Bonnie Nellsch,02;05;08;22,02;05;26;17,"My now the women, if you're getting a divorce from the women, just naturally the children and eventually I think that that's going to be a toss up. I don't think the women is next. We're going to get so many women who are better capable to have them."
Unknown Interviewer,02;05;26;19,02;05;46;10,"Do you agree with that? In a lot of cases, I, there's some women I never I don't think they should get their children right. There are a lot more maybe mature or I was lucky, frankly, that the matter at hand."
Unknown Interviewer,02;05;46;12,02;05;54;28,"Anything else from. Past year. Everyone's getting tired. Oh, yeah."
